index,Job Title,Salary Estimate,Company Name,Description,Location
804,Senior Master Data Analyst,"$71,177",Chervon North America3.5 ★,"Chervon is one of the world’s largest power tool and lawn and garden equipment manufacturers with a rich history of innovation. Chervon’s commitment to build a better world by building better tools is evident in the products we manufacture and our green approach to manufacturing. We focus on hand-held portable power tools, stationary bench tools, laser and electronic equipment and outdoor power equipment. With world-class R&D, manufacturing, design, marketing, sales, and service teams throughout the world, we do it all.

About Our Opportunity
As a Senior Master Data Analyst at Chervon NA, you will play a pivotal role in managing and optimizing critical data related to our logistics operations. You will be responsible for overseeing the accuracy, consistency, and integrity of all master data within the logistics domain, ensuring that it supports our organization's goals and objectives. This position will require you to collaborate closely with cross-functional teams, IT professionals, and external partners to maintain and enhance our logistics data infrastructure.






Show more
Report","Naperville, IL"
805,Data Scientist,"$80,982",Southern Glazer’s Wine and Spirits3.6 ★,"What You Need To Know
Open your future to incredible career potential. Work for an industry-leader who invests in their people. Southern Glazer’s Wine & Spirits is North America’s preeminent wine and spirits distributor, as well as a family-owned, privately held company with a 50+ year legacy of success. We were named by Newsweek as a Most Loved Workplace and are included on the Forbes lists for Largest Private Companies and Best Employers for Diversity.
As a full-time employee, you can choose from a full menu of our Top Shelf Benefits, including comprehensive medical and prescription drug coverage, dental and vision plans, tax-saving Flexible Spending Accounts, disability coverage, life insurance plans, and a 401(k) plan. We also offer tuition reimbursement, a wellness program, parental leave, vacation accrual, paid sick leave, and more.



Show more
Report","Hollywood, FL"
806,Global Leadership Development Program Associate – Data Engineering/Analytics Track,"$80,615",Advanced Sterilization Products3.1 ★,"The Advanced Sterilization Products (ASP) Global Leadership Development Program (GLDP) is a 2-year program, consisting of 3 cross-functional rotations designed for you to gain foundational business knowledge through hands-on, meaningful experiences. The Data Engineering/Analytics track is geared towards building leaders who are knowledgeable about data & analytics and can leverage the power of data to drive superior business results. By combining hands on learning, real-life business scenarios and various aspects of data & analytics, this program prepares early career leaders the ability to fast track their careers while delivering improved business performance for ASP. With exposure to various aspects of the data lifecycle – from creating analytical reports, machine learning, to artificial intelligence, GLDP’s quickly learn the importance of data and all aspects of the data lifecycle.

GLDP candidates will lead an intensive project during each rotation to make an immediate, long-lasting impact on the business. The project will allow you to build on your technical and interpersonal skills by providing you with significant responsibility as well as exposure to experienced business leaders, mentors, and subject matter experts. Following the program, you will be placed in a role within one of the many functions across ASP.

We recruit for the best candidates who have demonstrated leadership and have desire to grow in a high-energy, collaborative environment. You will learn how the Fortive Business System is used to shape strategy, focus execution, align our people, and create value for patients and customers around the world. Come join our winning team and support us in our mission to protect patients during their most critical moments!
Qualifications

3.5 of 4.0 (preferred)
Computer Science, Statistics, Finance/Economics, Information Systems, and other related majors (preferred)
We value customer needs and develop solutions that matter. We seek out candidates that can deliver breakthroughs by taking risks, experimenting, and iterating quickly.
We learn by doing – through success and fast failure. GLDP candidates thrive in our fast paced, changing environment.
We win by getting the right things done and doing what we say we’ll do. Successful candidates set high expectations for themselves and drive results, even in the most difficult circumstances.
We operate under a culture of continuous improvement; we expect individuals to tackle challenging problems, think strategically, and achieve results despite setbacks.

$56,465 - $104,765

Fortive Corporation Overview

Fortive’s essential technology makes the world stronger, safer, and smarter. We accelerate transformation across a broad range of applications including environmental, health and safety compliance, industrial condition monitoring, next-generation product design, and healthcare safety solutions.

We are a global industrial technology innovator with a startup spirit. Our forward-looking companies lead the way in software-powered workflow solutions, data-driven intelligence, AI-powered automation, and other disruptive technologies. We’re a force for progress, working alongside our customers and partners to solve challenges on a global scale, from workplace safety in the most demanding conditions to groundbreaking sustainability solutions.

We are a diverse team 18,000 strong, united by a dynamic, inclusive culture and energized by limitless learning and growth. We use the proven Fortive Business System (FBS) to accelerate our positive impact.

At Fortive, we believe in you. We believe in your potential—your ability to learn, grow, and make a difference.

At Fortive, we believe in us. We believe in the power of people working together to solve problems no one could solve alone.

At Fortive, we believe in growth. We’re honest about what’s working and what isn’t, and we never stop improving and innovating.

For you, for us, for growth.

Ready to move your career forward? Find out more at careers.fortive.com . Come join our team at Advanced Sterilization Products (ASP) and be part of a global leader in infection prevention solutions for the healthcare industry. With advanced products, technologies, and workflows for medical sterilization and disinfection, ASP is dedicated to defending the lives of patients, families, healthcare workers, providers, and communities. Add your talent to our extraordinary team and help us in our mission to make healthcare safer for everyone. ASP is based in Irvine, California with core sites in Everett, Washington and Schaffhausen, Switzerland plus many more offices around the world.

We Are an Equal Opportunity Employer
Fortive Corporation and all Fortive Companies are proud to be equal opportunity employers. We value and encourage diversity and solicit applications from all qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity or expression, or other characteristics protected by law. Fortive and all Fortive Companies are also committed to providing reasonable accommodations for applicants with disabilities. Individuals who need a reasonable accommodation because of a disability for any part of the employment process should ask to speak with a Human Resources representative to request an accommodation.
Show more
Report","Irvine, CA"
807,"Senior Data Scientist, Causal Inference - Marketing Technology (12 - 18 Month Contract)",$122.50,Airbnb4.4 ★,"Airbnb was born in 2007 when two Hosts welcomed three guests to their San Francisco home, and has since grown to over 4 million Hosts who have welcomed more than 1 billion guest arrivals in almost every country across the globe. Every day, Hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.
The Community You Will Join:
The Marketing Technology team is responsible for driving host and guest growth. We do this through devising data-driven marketing campaign strategies, reliable campaign delivery platforms, and advanced machine learning models. We build products that allow us to reach more audiences, improve our targeting, and optimize our bidding.
The Difference You Will Make:
We are looking for a Senior Data Scientist to help improve our measurement of brand marketing and develop insights that support how we plan and optimize campaigns. The ideal candidate will have a strong knowledge of causal inference, the ability to work effectively with multiple stakeholders, and an eagerness to improve our measurement and insights. Examples of projects you might work on include leveraging third party data and quasi-experimental methods to estimate the impact of offline media, developing short-term proxies for marketing's long term impacts, and working with the marketing team to improve campaign targeting. If you're passionate about using your skills to understand and improve the impact of our brand marketing, we want to hear from you.
Show more
Report","San Francisco, CA"
808,Staff Scientist - Data Science,"$95,950",Baylor College of Medicine3.8 ★,"Summary
The Office of Surgical Research (OSR) within the Michael E. DeBakey Department of Surgery is seeking a Staff Scientist to develop advanced analytic tools (data mining, machine learning, and artificial intelligence) for research projects using surgical data. The Staff Scientist will collaborate with research faculty and other research personnel to design and conduct research experiments using machine learning algorithms and creating predictive models. The ideal candidate must demonstrate a robust background in data science and machine learning, encompassing the application of statistical methods, the creation of predictive models, and the development of machine learning algorithms. Proficiency in Python, MATLAB, and R, combined with experience in signal and image analysis, as well as familiarity with electronic health data, will be distinct advantages.
Show more
Report","Houston, TX"
809,Lead Data Scientist,"$196,650",McKesson3.7 ★,"McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and services that make quality care more accessible and affordable. Here, we focus on the health, happiness, and well-being of you and those we serve - we care. What you do at McKesson matters. We foster a culture where you can grow, make an impact, and are empowered to bring new ideas. Together, we thrive as we shape the future of health for patients, our communities, and our people. If you want to be part of tomorrow's health today, we want to hear from you.

Position Description:

McKesson Technology Enterprise Analytics is seeking a Lead Data Scientist that is passionate about developing machine learning applications that ensure patients receive the medications they need, when they need them; improve quality of care for oncology patients; and exemplify operational excellence so that the business can focus on what matters most, creating value for our customers.









At McKesson, we care about the well-being of the patients and communities we serve, and that starts with caring for our people. That's why we have a Total Rewards package that includes comprehensive benefits to support physical, mental, and financial well-being. Our Total Rewards offerings serve the different needs of our diverse employee population and ensure they are the healthiest versions of themselves. For more information regarding benefits at McKesson, please click here.

As part of Total Rewards, we are proud to offer a competitive compensation package at McKesson. This is determined by several factors, including performance, experience and skills, equity, regular job market evaluations, and geographical markets. In addition to base pay, other compensation, such as an annual bonus or long-term incentive opportunities may be offered.



$147,500 - $245,800



All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.Qualified applicants will not be disqualified from consideration for employment based upon criminal history.

McKesson is committed to being an Equal Employment Opportunity Employer and offers opportunities to all job seekers including job seekers with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to Disability_Accommodation@McKesson.com. Resumes or CVs submitted to this email box will not be accepted.

Current employees must apply through the internal career site.

Show more
Report","Irving, TX"
810,"Lead Data Scientist, Product - Personalization","$245,300",Peloton3.5 ★,"ABOUT THE ROLE
We are seeking an experienced data scientist to supervise and manage our experimentation and Personalization measurement initiatives. As a Lead Data Scientist, you will be responsible for developing and executing experimentation strategies, performing statistical analysis for our Personalization workstream, defining product metrics and providing insights that help drive business outcomes.
This is a new and exciting role within our product organization that will be supporting several teams by serving as the SME on experimental design and implementation of statistical techniques for measurement to drive data driven decision making across our product organization.

YOUR DAILY IMPACT AT PELOTON





Show more
Report","New York, NY"
811,Data Scientist I - Genetics Analysis,,"Hebrew SeniorLife, Inc.4.3 ★","Overview:
Biomedical researcher with specialized training in quantitative methodology. Manages, cleans, manipulates, and analyzes data in the service of the advancement of research and maintenance of group operations. Experience with one or more data types including next-generation sequencing, genome-wide associations, epigenetics, transcriptomics, or proteomics is required. Designs and implements reusable bioinformatics analysis pipelines for processing genetics/genomics data and integrates computational methods/pipelines within high performance computing clusters. Experience with cloud-computing is ideal. Constructs visualizations to depict trends and associations, conducts exploratory data analyses, and develops reports and summaries to communicate results to colleagues. Works within a biomedical research team to facilitate the production of scientific work product (e.g. design and execution of studies or experiments, as well as publication and dissemination of findings). Develops and applies algorithms for summary and analysis of complex data structures. Conducts statistical analysis for assessment of association and in service of causal inference. Participates in the design and development of custom software to facilitate analysis of biomedical research data and/or big data derived from research or administrative sources. Provides data analytic support to ongoing observational and interventional studies, and leads or participates in analyses of secondary data structures ranging from modest to very large size. Supports the development of funding applications and provides on-demand assistance with data analysis and interpretation.

Responsibilities:
Required Qualifications:
Show more
Report","Roslindale, MA"
812,Data Scientist II,"$131,092",Chatlayer2.0 ★,"Description
Duties: Collect, model, and analyze data to ensure different business units operate efficiently and effectively. Solve complex business problems using data science approaches to modeling and analytics in order to aid business leaders from groups such as sales, marketing, support, engineering, and operations. Create sophisticated queries of datasets to aggregate and extract desired information. Perform advanced analytics on large datasets. Identify and evaluate trends and anomalies. Determine the business impact of different decisions and scenarios. Create dashboards to measure and drive desired behaviors and outcomes. Mine data and analytics at the customer level to better understand their usage behaviors, including the impacts of current marketing strategies. Use sophisticated modeling techniques such as causal inference to undercover insights related to user behavior. Work closely with the marketing and product teams and provide campaign pre- and post-analysis, cohorting, experiment design, segmentation, KPI measurement, and more. Collaborate on cross-functional project planning/prioritization meetings, business partner meetings, and data prioritization meetings—present findings to multiple audiences to drive business and marketing decisions. Telecommuting is permitted 100% from any location within mainland U.S. Salary: $124,634 – 137,550/year.


Show more
Report",United States
813,Data Scientist/Analyst,"$90,944",Arcfield4.1 ★,"Overview:
Arcfield is a leading provider of full lifecycle, mission-focused systems engineering and integration capabilities to the U.S. government and its allies. The company has more than 60 years of proven experience providing advanced engineering and analysis, IT and C5ISR capabilities to support our nation’s most critical national security missions. Headquartered in Chantilly, VA and with 16 offices around the world, Arcfield employs approximately 1,200 engineers, analysts, IT specialists, and other professionals who put our customers’ missions first, helping them solve their most complex challenges through innovations in modeling, simulation and analysis, digital transformation and C5ISR. Visit arcfield.com for more details.
Responsibilities:
Work Description:

Qualifications:

EEO Statement:
Show more
Report","Chantilly, VA"
814,Senior Data Scientist,,Schneider3.5 ★,"Location: Green Bay, WI

Shift: 1st Shift

Work model: Hybrid

Schedule: Full-time; Monday-Friday, 8 a.m.-5 p.m.

Job overview:

Schneider is seeking a Senior Data Scientist in Green Bay, WI to design and implement analytic models that deliver actionable business insights and decision support. The Senior Data Scientist will be responsible for data identification, data preparation, model selection and model creation, as well as preparing reports of findings and presenting them to company executives.









Our history has taught us that treating everyone with dignity and respect is vital to our ongoing success. We embrace and seek out diversity that is inclusive of thought, race, ethnicity, national origin, sex, gender, gender expression, age, religion, sexual orientation, ability, medical condition, veteran or military status, experience and background. We find that this diversity and openness ensures that all our associates have equal access to opportunities and resources to contribute fully to the organization's success, and it fuels innovation, improves strategic thinking and cultivates leadership.

Show more
Report","Green Bay, WI"
815,Sr. Data Scientist,"$92,590",FedEx Services3.9 ★,"Provide expertise and leadership at the enterprise level related to vast quantities of data (including disparate data), enterprise analytics, statistical modeling, and initiatives. Leads staff in descriptive, predictive, prescriptive and ensemble modeling, advanced statistical techniques, use of database tools and/or other approaches in quantitative analysis of complex business situations. Creates and executes solutions from initial concept to fully tested production, and communicates results to a broad range of audiences. Advanced use of current and emerging technologies to evaluate trends and develop actionable insights and recommendations to management, via understanding of the business model and the information available for analysis. Uses data, statistical and quantitative analysis, explanatory and high complexity predictive modeling and fact based management to drive decision making. Mentors less senior staff. Leads cross functional teams. Routinely work on multiple highly complex assignments. Provides consultation to Sr. Leadership on a normal basis.

Data Science, Machine Learning, AI, Python, pandas, numpy, geopandas, sckit learn, pytorch, tensor flow, Azure ML, GIT

Domicile:
This position is currently located in Memphis, TN

Remote Work:
The ability to work remotely within the United States may be available based on business need.

Relocation:
Relocation assistance may be available based on business need.

Minimum Qualifications:
Masters degree or equivalent in a quantitative discipline required. five (5) years work experience in measurement and analysis, quantitative business problem solving, operations analysis, marketing analysis, simulation and/or predictive analytics. superior analytical skills with diverse analytics and statistical software and applications. excellent interpersonal skills, written, and oral communication skills. Proven leadership skills.


Upload current copy of Resume (Microsoft Word or PDF format only) and answer job screening questionnaire by close of business (5:00pm CST) on the date below. If the date below is blank, there is no specified closing date for this requisition.
11-10-2023



Show more
Report","Memphis, TN"
816,Staff Machine Learning Data Scientist - Global Optimization,"$218,500",Stitch Fix3.3 ★,"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths, but believe we only win as a team. We’re transforming the way people find what they love - and we need your big ideas. We just might be the perfect fit.
ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven, data science culture where members have autonomy to deliver impact through end-to-end, full-stack product development and ownership. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. We are looking for data scientists and leaders to join us as we revolutionize retail.


Show more
Report",Remote
817,Lead Data Scientist,,Rinf4.5 ★,"Job Information
Competence
Development
Level of Experience
Senior
Industry
Banking
Remote Job
Job Description























Show more
Report",Remote
818,Senior Data Scientist,"$200,800",Adobe4.4 ★,"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

The Opportunity
The Adobe DMe Genuine business is one of the high priority focus pillars for the upcoming years to come and we are passionate about using the power of data to understand non-genuine customers, advise business strategy and drive progress by driving conversion to our genuine softwares and products. The ideal candidate will have a hands-on blend of technical challenges with analytics and data science while working with a spectrum of business teams including Finance, Campaign experience and Product teams. Your role will focus on driving data science and analytics insights and recommendations across a variety of strategic projects to improve genuine conversion. What you'll Do
Apply expertise in quantitative analysis, data science, data modeling to understand and provide deep insights on customer behavior, non-genuine patters and improve user journey impacting customer engagement, conversion and retention
Use insights and data to inform strategies across business teams
Monitor weekly performance, execute data deep dives to understand root causes for changes in metrics and provide guidance on forecasts
Partner with our Data Engineering and business teams to build a robust data strategy for self-service and quicker turnaround time
Work with our campaign experience teams to build better A/B tests and provide statistical guidance
Highlight and interpret disparate quantitative data and provide an improve data story within the business context to help drive next steps
Lead and mentor other team members on the team What you need to succeed
Masters in Computer Science, Data Science, Information management, Business Analytics or similar degree preferred
8+ years of hands-on experience doing data analysis, statistical modeling and quantitative analysis
6+ years of proficiency in Python, SQL, Spark
4+ years of expertise with modern data science workflows (Git, Jupyter, AWS, Azure, Databricks)
Strong fundamentals in statistical analysis focusing on testing frameworks
Ability to support multiple ongoing projects in a fast-paced environment
Strong background in working across business teams, providing data-driven stories and have a problem-solving approach
Excellent communication and relationship-building skills to guide, lead and mentor other team members

Our compensation reflects the cost of labor across several U.S. geographic markets, and we pay differently based on those defined markets. The U.S. pay range for this position is $140,200 -- $261,400 annually. Pay within this range varies by work location and may also depend on job-related knowledge, skills, and experience. Your recruiter can share more about the specific salary range for the job location during the hiring process.

At Adobe, for sales roles starting salaries are expressed as total target compensation (TTC = base + commission), and short-term incentives are in the form of sales commission plans. Non-sales roles starting salaries are expressed as base salary and short-term incentives are in the form of the Annual Incentive Plan (AIP).

In addition, certain roles may be eligible for long-term incentives in the form of a new hire equity award.

Adobe is proud to be an Equal Employment Opportunity and affirmative action employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more.

Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015.

Adobe values a free and open marketplace for all employees and has policies in place to ensure that we do not enter into illegal agreements with other companies to not recruit or hire each other’s employees.
Show more
Report","San Jose, CA"
819,Data Scientist,"$107,800",United Nations Federal Credit Union4.1 ★,"Why join this team:
This role is the first of its kind at UNFCU. We are looking for an experienced Data Scientist who will take us to the next level of machine learning, aiding the organization in achieving its unique objectives and goals. You will analyze and interpret complex datasets and use advanced analytics tools, algorithms, and machine learning techniques to make predictions and decisions from vast amounts of data.

This position is expected to be hybrid.

NYC Salary Range - $85,600 - $130,000 annually; compensation is commensurate to geographic location.
What you'll do:
What we're seeking:
What makes you stand out:
Who we are:

Show more
Report","Long Island City, NY"
820,"Data Scientist II, Product Analytics","$116,000",BOLD4.2 ★,"We are looking for a Data Scientist II, Product Analytics to join the Data Analytics team at BOLD! This team partners with Product, Marketing, and Finance to produce world-class analysis and provide recommendations that improve our products and increase customer engagement.
This position is 100% remote, work from home (within lawfully allowed States). In some areas of the US, you may utilize a co-work space (when you'd like).
Lawfully allowed states: Arizona, California, Colorado, Connecticut, Florida, Georgia, Illinois, Iowa, Kentucky, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Tennessee, Texas, Utah, Virginia, Washington
ABOUT THIS TEAM
Reporting to the Director of Product Analytics, the Data Scientist II, Product Analytics will provide critical insights to business partners and strategic support to the executive team. You will also have your fingers on the pulse of the business and develop metrics and reporting to keep the organization informed. Through your high-quality analysis and attention to detail, you will be the go-to person for product performance and insights. The ideal candidate is highly motivated and will use their technical skills and business acumen to quickly make an impact!







Show more
Report","Austin, TX"
821,Data Scientist I,"$96,629",CAE3.8 ★,"Role and Responsibilities

THIS POSITION IS CONTINGENT UPON CONTRACT AWARD
Location TBD:
St Louis, MO
National Capital Region (Fort Belvoir, VA)
Rivanna Station, Charlottesville, VA
Tampa, FL
Who We Are:

Regular
Show more
Report","Tampa, FL"
822,"Data Scientist, Customer Identity & Access Management","$109,675",Afterpay3.6 ★,"Company Description
Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Since we opened our doors in 2009, the world of commerce has evolved immensely, and so has Square. After enabling anyone to take payments and never miss a sale, we saw sellers stymied by disparate, outmoded products and tools that wouldn’t work together.
So we expanded into software and started building integrated, omnichannel solutions – to help sellers sell online, manage inventory, offer buy now, pay later functionality through Afterpay, book appointments, engage loyal buyers, and hire and pay staff. Across it all, we’ve embedded financial services tools at the point of sale, so merchants can access a business loan and manage their cash flow in one place. Afterpay furthers our goal to provide omnichannel tools that unlock meaningful value and growth, enabling sellers to capture the next-generation shopper, increase order sizes, and compete at a larger scale.







Show more
Report","Atlanta, GA"
823,Data Scientist / Scientific Programmer,"$101,611",Woods Hole Oceanographic Institution4.1 ★,"Job Summary:
Woods Hole Oceanographic Institution is currently searching for a Data Scientist / Scientific Programmer to join the Marine Chemistry and Geochemistry Department. This is a regular, full-time, exempt position, and is eligible for benefits.

A data scientist / scientific programmer is sought to contribute a new initiative to develop innovative capacity for co-design of ocean observing and modeling systems in support of carbon cycle science and climate solutions. A central role for the successful candidate will be to contribute to a new NSF-supported five-year initiative between Woods Hole Oceanographic Institution (WHOI) and the National Center for Atmospheric Research (NCAR) to advance regional ocean modeling and data assimilation with a focus on carbon cycling.
Essential Functions:

Education & Experience:




Special Requirements:
Physical Requirements:
Sea Duty:

Show more
Report","Woods Hole, MA"
824,Lead Data Scientist,$40.00,Hilton4.0 ★,"Lead Data Scientist
***This role is based at our corporate office in McLean, VA***
This is your chance to be part of an in-house Commercial Strategy, Insights, and Analytics team of consultants to important functions across Hilton! The team consists of both embedded authorities who serve as strategic advisors to partners and technical specialists who are proficient in advanced analytics techniques and tools. As a Lead Data Scientist, you will support Hilton's Customers, Brands, Marketing, Digital, Revenue, and Sales organizations, with special support for the executive leadership team. On the Data Science team reporting to Director of Data Science, you will support projects including forecasting, pricing and optimization as well as applications of Generative AI and NLP in Hospitality.
HOW WE WILL SUPPORT YOU
Show more
Report","McLean, VA"
825,Principal Data Scientist,"$174,420",Intuit4.5 ★,"Overview
Intuit is hiring a Principal Data Scientist to join our Intuit AI team.

Come join our collaborative and creative group of data scientists and machine learning engineers and build models that directly affect hundreds of thousands of our customers. In this role you will be building and deploying machine learning models using both analytical algorithms and deep learning approaches. We are waiting for you to join us and do the best work of your life.
What you'll bring
PhD/MS in Engineering Mathematics, Statistics, Theoretical/Computational Physics, or related field
Show more
Report","Mountain View, CA"
826,"Data Scientist 2 - Data Scientist 2 – Customer Analytics – Marketing Optimization Analytics - Hybrid - Seattle, WA or Los Angeles, CA","$165,750",Nordstrom Inc3.7 ★,"Job Description
Nordstrom is reinventing the retail industry through the power of data and artificial intelligence. The vision for Data Science & Analytics at Nordstrom is to be the best data-driven fashion retailer in the world, and we win by rigorous and thoughtful application data science to solve strategic business challenges. Nordstrom’s centralized Customer Analytics team focuses on supporting executive management with robust decision support data science. Here we build data science products and provide analytics consulting in support of strategic business decisions, including customer segmentation, marketing, company strategy, and digital experience. We work as the quantitative right-hand for the executive team with a passion for supporting data-driven decision making, a devotion to advanced techniques, along with a creative team spirit!
We are looking for a creative, curious, and passionate Data Scientist to join our Marketing Analytics team as a Data Scientist II. In this hands-on role, you will build end-to-end data products and machine learning models that transform marketing data into actionable insights and directly inform marketing strategy and investments. The Data Scientist role on the Marketing Optimization Analytics team is responsible for building end-to-end Machine Learning based Analytic Data Products that will directly impact short-term and long-term marketing strategy. This person should utilize proper Data Science techniques and have experience across the full-stack. The role has an opportunity to tackle challenges from ideation to insights delivery, with visibility across the leadership organization.
California: $130,000-$201,500 Annually, Washington: $130,000-$201,500 Annually
This position may be eligible for performance-based incentives/bonuses. Benefits include 401k, medical/vision/dental/life/disability insurance options, PTO accruals, Holidays, and more. Eligibility requirements may apply based on location, job level, classification, and length of employment. Learn more in the Nordstrom Benefits Overview by copying and pasting the following URL into your browser: https://careers.nordstrom.com/pdfs/Ben_Overview_17-19.pdf
Show more
Report","Seattle, WA"
827,Senior Data Scientist,"$136,788",Rocket Mortgage3.4 ★,"Rocket Mortgage, backed by Rocket Companies®, means more opportunities for you to carve your own career path forward. From our desire to revolutionize the way people get mortgages to addressing challenges big or small with outside-the-box solutions, we’re not your typical employer. We’ll provide you with everything you need to make sure you’re successful here.
As a Technology team member, you’re empowered to make an impact, employ your entrepreneurial spirit and build a career customized by you because at Rocket, you can. We are creating digital products that solve life’s most complex moments. You’ll get the chance to shape the future of tech, have your voice heard, get ahead in your career and develop your skills. With a tech career here, there's no limit to what you can achieve.
Apply today to join a team that offers career growth, amazing benefits and the chance to work with leading industry professionals.
Show more
Report","Detroit, MI"
828,Data Science,"$155,000",Pueo Business Solutions4.6 ★,"Company Overview: Pueo is known for bringing the best talent and unique tools to every opportunity. Pueo's Parliament (aka workforce) is composed of professionals who are seeking the opportunity to work in a small business with a flat organization that thrives on career development and independence. In support of mission and professional growth, our Parliament has supported the development of multiple patents, proprietary tools, and applications as well as trademarked processes.

Role: Pueo Business Solutions is looking for a Data Science SME to support a DoD customer in Quantico. As part of the Pueo team you will be responsible for the data building data models to support decision making.

Show more
Report",
829,Data Science Services Associate (C),$75.00,ECI - Sacramento4.3 ★,"QUALIFICATIONS AND DUTIES:
Set up R Studio Workbench, Connect, and Package Manager on a Linux server.
Manage libraries and versions.
Write required security plan.
Work with security to connect the server to Snowflake and other data sources.
Provision server access to data scientists, including R Studio Server, sftp, and command line.
Provide training and support to data scientists, including training on visualization packages like ggplot2, Quatro, and Shiny.
Guide data scientists on how to use version control with GIT/Azure Devops.





Show more
Report","Los Angeles, CA"
830,Senior Data Scientist,"$107,391",Refyn Data4.8 ★,"Responsibilities:
Lead projects or small teams to unblock and advocate for ML excellence
Adapt standard machine learning methods to leverage modern parallel environments
Develop highly scalable classifiers and tools using machine learning, data regression, and rules-based models
Suggest, collect, and synthesize requirements to create effective feature roadmaps
Code deliverables in collaboration with the engineering team
Minimum Qualifications:
5+ years of experience in software engineering or a relevant field (3+ years of experience if you have a PhD)
Show more
Report","Clarksburg, MD"
831,Data Scientist - Python Code Collect - Develop,"$87,501",SAIC4.1 ★,"Job ID: 2315382
Location: REMOTE WORK, CA, US
Date Posted: 2023-11-09
Category: Information Technology
Subcategory: Data Scientist
Schedule: Full-time
Shift: Day Job
Travel: No
Minimum Clearance Required: None
Clearance Level Must Be Able to Obtain: Secret
Potential for Remote Work: No


Target salary range: $75,001 - $100,000. The estimate displayed represents the typical salary range for this position based on experience and other factors.

Covid Policy: SAIC does not require COVID-19 vaccinations or boosters. Customer site vaccination requirements must be followed when work is performed at a customer site.
Show more
Report","San Diego, CA"
832,Mid-Level Data Scientist (US-030223),"$76,810",Freedom Consulting Group4.8 ★,"What You'll Do
This position is based in Washington DC at the United States Agency for International Development’s (USAID) Office of Budget and Resource Management (BRM). BRM works with USAID operating units in Washington, D.C and the field to optimize the strategic planning and allocations of USAID’s Foreign Assistance Budget. In addition to serving the analytical needs of the Agency, BRM collaborates with interagency, international development organizations, and public partners in the development community.
The Mid-Level Data Scientist is responsible for working with subject matter experts to address and enhance the Agency’s capacity to integrate data and analysis into routine decision making. They will apply analytical methodologies to diagnose data-related challenges, implement solutions, and evaluate performance. They will perform data integration, data visualization, data mining, and analysis tools to arrive at results










Show more
Report","Washington, DC"
833,Senior Data Analyst,"$110,000",Podimetrics4.7 ★,"About Podimetrics: Podimetrics is a virtual care management company dedicated to preventing diabetic amputations, one of the most debilitating and costly complications of diabetes. Podimetrics earns high engagement rates from patients and allows clinicians to achieve unparalleled outcomes – keeping vulnerable patients healthy at home and saving limbs, lives, and money. Founded in 2011 by a physician and engineers from MIT and Harvard, Podimetrics is headquartered in Somerville, MA, and has a growing team of passionate and mission-driven individuals devoted to improving the lives of patients with diabetes everywhere.

Core Values:
People First: We care for our people: team, patients, clinicians & health plans, and stockholders.


Show more
Report",Massachusetts
